Source,Target,Type,Weight
205,2,Undirected,1
205,3,Undirected,1
205,4,Undirected,1
206,1,Undirected,1
206,2,Undirected,1
206,3,Undirected,1
206,4,Undirected,1
206,33,Undirected,1
206,34,Undirected,1
207,1,Undirected,1
207,2,Undirected,1
207,3,Undirected,1
207,4,Undirected,1
207,5,Undirected,1
207,46,Undirected,1
207,120,Undirected,1
208,1,Undirected,1
208,2,Undirected,1
208,3,Undirected,1
208,4,Undirected,1
208,5,Undirected,1
208,46,Undirected,1
208,120,Undirected,1
208,207,Undirected,1
209,1,Undirected,1
209,2,Undirected,1
209,3,Undirected,1
209,14,Undirected,1
209,46,Undirected,1
209,62,Undirected,1
209,95,Undirected,1
210,1,Undirected,1
210,3,Undirected,1
210,4,Undirected,1
210,13,Undirected,1
210,27,Undirected,1
210,34,Undirected,1
210,75,Undirected,1
210,110,Undirected,1
211,1,Undirected,1
211,3,Undirected,1
211,4,Undirected,1
211,13,Undirected,1
211,27,Undirected,1
211,34,Undirected,1
211,75,Undirected,1
211,110,Undirected,1
211,210,Undirected,1
212,1,Undirected,1
212,2,Undirected,1
212,3,Undirected,1
212,9,Undirected,1
212,16,Undirected,1
212,46,Undirected,1
212,95,Undirected,1
213,1,Undirected,1
213,2,Undirected,1
213,4,Undirected,1
213,14,Undirected,1
213,36,Undirected,1
213,75,Undirected,1
213,100,Undirected,1
214,2,Undirected,1
214,3,Undirected,1
214,4,Undirected,1
214,29,Undirected,1
214,59,Undirected,1
214,91,Undirected,1
214,118,Undirected,1
215,1,Undirected,1
215,2,Undirected,1
215,3,Undirected,1
215,27,Undirected,1
215,33,Undirected,1
215,34,Undirected,1
215,120,Undirected,1
216,1,Undirected,1
216,2,Undirected,1
216,3,Undirected,1
216,4,Undirected,1
216,36,Undirected,1
216,46,Undirected,1
217,1,Undirected,1
217,2,Undirected,1
217,3,Undirected,1
217,4,Undirected,1
217,43,Undirected,1
218,1,Undirected,1
218,2,Undirected,1
218,3,Undirected,1
218,8,Undirected,1
218,9,Undirected,1
218,10,Undirected,1
218,45,Undirected,1
218,59,Undirected,1
218,137,Undirected,1
219,1,Undirected,1
219,2,Undirected,1
219,35,Undirected,1
219,43,Undirected,1
220,1,Undirected,1
220,2,Undirected,1
220,3,Undirected,1
220,4,Undirected,1
220,21,Undirected,1
220,42,Undirected,1
220,91,Undirected,1
221,1,Undirected,1
221,2,Undirected,1
221,3,Undirected,1
221,4,Undirected,1
221,16,Undirected,1
221,46,Undirected,1
222,1,Undirected,1
222,2,Undirected,1
222,4,Undirected,1
222,36,Undirected,1
223,1,Undirected,1
223,2,Undirected,1
224,1,Undirected,1
224,2,Undirected,1
224,3,Undirected,1
224,4,Undirected,1
224,35,Undirected,1
224,71,Undirected,1
225,1,Undirected,1
225,2,Undirected,1
225,3,Undirected,1
225,4,Undirected,1
225,5,Undirected,1
225,35,Undirected,1
225,38,Undirected,1
225,98,Undirected,1
226,1,Undirected,1
226,2,Undirected,1
226,3,Undirected,1
226,4,Undirected,1
226,91,Undirected,1
226,110,Undirected,1
226,118,Undirected,1
226,120,Undirected,1
226,124,Undirected,1
226,125,Undirected,1
227,1,Undirected,1
227,2,Undirected,1
227,3,Undirected,1
227,4,Undirected,1
227,38,Undirected,1
227,45,Undirected,1
228,1,Undirected,1
228,2,Undirected,1
228,3,Undirected,1
228,4,Undirected,1
228,27,Undirected,1
228,36,Undirected,1
228,45,Undirected,1
228,71,Undirected,1
228,75,Undirected,1
229,1,Undirected,1
229,2,Undirected,1
229,3,Undirected,1
229,4,Undirected,1
229,11,Undirected,1
229,27,Undirected,1
229,41,Undirected,1
229,82,Undirected,1
230,1,Undirected,1
230,2,Undirected,1
230,3,Undirected,1
230,35,Undirected,1
230,43,Undirected,1
230,46,Undirected,1
230,50,Undirected,1
230,55,Undirected,1
230,112,Undirected,1
230,138,Undirected,1
231,1,Undirected,1
231,2,Undirected,1
231,3,Undirected,1
231,4,Undirected,1
231,5,Undirected,1
231,8,Undirected,1
231,9,Undirected,1
231,10,Undirected,1
231,21,Undirected,1
231,27,Undirected,1
231,34,Undirected,1
231,42,Undirected,1
231,43,Undirected,1
231,45,Undirected,1
231,53,Undirected,1
231,91,Undirected,1
231,92,Undirected,1
231,112,Undirected,1
231,120,Undirected,1
231,138,Undirected,1
232,1,Undirected,1
232,2,Undirected,1
232,3,Undirected,1
232,4,Undirected,1
232,27,Undirected,1
232,42,Undirected,1
233,1,Undirected,1
233,2,Undirected,1
233,3,Undirected,1
233,42,Undirected,1
233,52,Undirected,1
233,75,Undirected,1
233,103,Undirected,1
233,131,Undirected,1
234,1,Undirected,1
234,2,Undirected,1
234,3,Undirected,1
234,4,Undirected,1
234,33,Undirected,1
234,34,Undirected,1
234,41,Undirected,1
234,44,Undirected,1
234,45,Undirected,1
234,73,Undirected,1
234,75,Undirected,1
235,1,Undirected,1
235,2,Undirected,1
235,12,Undirected,1
235,126,Undirected,1
237,1,Undirected,1
237,2,Undirected,1
237,3,Undirected,1
237,27,Undirected,1
238,1,Undirected,1
238,2,Undirected,1
238,3,Undirected,1
238,4,Undirected,1
238,11,Undirected,1
238,35,Undirected,1
238,36,Undirected,1
238,123,Undirected,1
239,1,Undirected,1
239,2,Undirected,1
239,3,Undirected,1
239,4,Undirected,1
239,11,Undirected,1
239,35,Undirected,1
239,36,Undirected,1
239,123,Undirected,1
239,238,Undirected,1
240,1,Undirected,1
240,38,Undirected,1
240,45,Undirected,1
240,122,Undirected,1
241,1,Undirected,1
241,3,Undirected,1
241,4,Undirected,1
241,12,Undirected,1
241,35,Undirected,1
241,38,Undirected,1
241,43,Undirected,1
241,45,Undirected,1
241,46,Undirected,1
241,55,Undirected,1
241,112,Undirected,1
242,1,Undirected,1
242,3,Undirected,1
242,4,Undirected,1
242,12,Undirected,1
242,35,Undirected,1
242,38,Undirected,1
242,43,Undirected,1
242,45,Undirected,1
242,46,Undirected,1
242,55,Undirected,1
242,112,Undirected,1
242,241,Undirected,1
243,1,Undirected,1
243,35,Undirected,1
243,36,Undirected,1
243,43,Undirected,1
244,1,Undirected,1
244,2,Undirected,1
244,3,Undirected,1
244,4,Undirected,1
244,45,Undirected,1
244,61,Undirected,1
244,75,Undirected,1
245,1,Undirected,1
245,2,Undirected,1
245,3,Undirected,1
245,92,Undirected,1
245,146,Undirected,1
247,1,Undirected,1
247,2,Undirected,1
247,3,Undirected,1
247,4,Undirected,1
247,45,Undirected,1
248,1,Undirected,1
248,2,Undirected,1
248,27,Undirected,1
248,35,Undirected,1
248,67,Undirected,1
249,1,Undirected,1
249,2,Undirected,1
249,3,Undirected,1
249,4,Undirected,1
249,27,Undirected,1
249,98,Undirected,1
250,1,Undirected,1
250,2,Undirected,1
250,3,Undirected,1
250,4,Undirected,1
250,21,Undirected,1
250,35,Undirected,1
251,1,Undirected,1
251,2,Undirected,1
251,3,Undirected,1
251,4,Undirected,1
251,5,Undirected,1
251,35,Undirected,1
251,80,Undirected,1
251,123,Undirected,1
252,1,Undirected,1
252,2,Undirected,1
252,3,Undirected,1
252,4,Undirected,1
252,36,Undirected,1
252,132,Undirected,1
253,1,Undirected,1
253,2,Undirected,1
254,1,Undirected,1
254,2,Undirected,1
254,3,Undirected,1
254,4,Undirected,1
255,1,Undirected,1
255,2,Undirected,1
255,4,Undirected,1
255,45,Undirected,1
255,112,Undirected,1
255,132,Undirected,1
256,1,Undirected,1
256,2,Undirected,1
256,12,Undirected,1
256,126,Undirected,1
257,1,Undirected,1
257,2,Undirected,1
257,3,Undirected,1
257,36,Undirected,1
257,45,Undirected,1
257,55,Undirected,1
257,112,Undirected,1
258,1,Undirected,1
258,2,Undirected,1
258,3,Undirected,1
258,4,Undirected,1
258,35,Undirected,1
258,42,Undirected,1
258,46,Undirected,1
258,71,Undirected,1
258,98,Undirected,1
259,1,Undirected,1
259,3,Undirected,1
259,4,Undirected,1
259,22,Undirected,1
259,36,Undirected,1
259,46,Undirected,1
259,71,Undirected,1
259,80,Undirected,1
259,98,Undirected,1
260,1,Undirected,1
260,3,Undirected,1
260,4,Undirected,1
260,45,Undirected,1
260,55,Undirected,1
260,112,Undirected,1
260,143,Undirected,1
261,1,Undirected,1
261,3,Undirected,1
261,4,Undirected,1
261,45,Undirected,1
261,55,Undirected,1
261,112,Undirected,1
261,143,Undirected,1
261,260,Undirected,1
262,1,Undirected,1
262,3,Undirected,1
262,4,Undirected,1
262,45,Undirected,1
262,55,Undirected,1
262,112,Undirected,1
262,143,Undirected,1
262,260,Undirected,1
262,261,Undirected,1
263,1,Undirected,1
263,2,Undirected,1
263,3,Undirected,1
263,4,Undirected,1
263,36,Undirected,1
263,95,Undirected,1
263,138,Undirected,1
264,1,Undirected,1
264,2,Undirected,1
264,3,Undirected,1
264,4,Undirected,1
264,5,Undirected,1
265,1,Undirected,1
265,2,Undirected,1
265,3,Undirected,1
265,4,Undirected,1
265,8,Undirected,1
265,9,Undirected,1
265,10,Undirected,1
265,27,Undirected,1
265,46,Undirected,1
265,80,Undirected,1
265,95,Undirected,1
265,138,Undirected,1
266,1,Undirected,1
266,2,Undirected,1
266,3,Undirected,1
266,4,Undirected,1
266,5,Undirected,1
266,25,Undirected,1
267,1,Undirected,1
267,3,Undirected,1
267,71,Undirected,1
267,78,Undirected,1
267,79,Undirected,1
267,80,Undirected,1
267,110,Undirected,1
268,1,Undirected,1
268,2,Undirected,1
268,3,Undirected,1
268,4,Undirected,1
268,70,Undirected,1
268,110,Undirected,1
269,1,Undirected,1
269,3,Undirected,1
269,4,Undirected,1
269,9,Undirected,1
269,41,Undirected,1
269,75,Undirected,1
269,95,Undirected,1
270,1,Undirected,1
270,2,Undirected,1
270,3,Undirected,1
270,4,Undirected,1
270,25,Undirected,1
270,28,Undirected,1
270,42,Undirected,1
270,123,Undirected,1
271,1,Undirected,1
271,2,Undirected,1
271,27,Undirected,1
271,42,Undirected,1
272,1,Undirected,1
272,2,Undirected,1
272,3,Undirected,1
272,4,Undirected,1
272,25,Undirected,1
272,46,Undirected,1
272,55,Undirected,1
272,95,Undirected,1
272,138,Undirected,1
273,1,Undirected,1
273,2,Undirected,1
273,3,Undirected,1
273,4,Undirected,1
273,66,Undirected,1
273,112,Undirected,1
274,1,Undirected,1
274,4,Undirected,1
274,5,Undirected,1
274,8,Undirected,1
274,9,Undirected,1
274,10,Undirected,1
274,42,Undirected,1
274,80,Undirected,1
274,95,Undirected,1
274,137,Undirected,1
275,1,Undirected,1
275,2,Undirected,1
275,3,Undirected,1
275,4,Undirected,1
275,5,Undirected,1
275,41,Undirected,1
276,1,Undirected,1
276,2,Undirected,1
276,3,Undirected,1
276,4,Undirected,1
276,5,Undirected,1
276,41,Undirected,1
276,275,Undirected,1
277,1,Undirected,1
277,2,Undirected,1
277,3,Undirected,1
277,4,Undirected,1
277,27,Undirected,1
277,34,Undirected,1
277,38,Undirected,1
277,41,Undirected,1
277,46,Undirected,1
277,71,Undirected,1
277,98,Undirected,1
277,109,Undirected,1
277,110,Undirected,1
278,1,Undirected,1
278,2,Undirected,1
278,3,Undirected,1
278,4,Undirected,1
278,11,Undirected,1
278,34,Undirected,1
278,80,Undirected,1
278,95,Undirected,1
279,1,Undirected,1
279,2,Undirected,1
279,3,Undirected,1
279,4,Undirected,1
279,5,Undirected,1
279,33,Undirected,1
279,34,Undirected,1
279,35,Undirected,1
279,43,Undirected,1
279,45,Undirected,1
279,55,Undirected,1
279,80,Undirected,1
279,112,Undirected,1
280,1,Undirected,1
280,2,Undirected,1
280,3,Undirected,1
280,4,Undirected,1
280,5,Undirected,1
280,33,Undirected,1
280,34,Undirected,1
280,35,Undirected,1
280,43,Undirected,1
280,45,Undirected,1
280,55,Undirected,1
280,80,Undirected,1
280,112,Undirected,1
280,279,Undirected,1
281,1,Undirected,1
281,2,Undirected,1
281,3,Undirected,1
281,4,Undirected,1
281,5,Undirected,1
281,36,Undirected,1
281,92,Undirected,1
281,93,Undirected,1
282,1,Undirected,1
282,2,Undirected,1
282,9,Undirected,1
282,10,Undirected,1
282,52,Undirected,1
282,80,Undirected,1
282,122,Undirected,1
282,131,Undirected,1
283,1,Undirected,1
283,2,Undirected,1
283,3,Undirected,1
283,4,Undirected,1
283,34,Undirected,1
283,42,Undirected,1
283,46,Undirected,1
283,80,Undirected,1
284,1,Undirected,1
284,2,Undirected,1
284,3,Undirected,1
284,110,Undirected,1
284,132,Undirected,1
285,1,Undirected,1
285,2,Undirected,1
285,3,Undirected,1
285,4,Undirected,1
285,5,Undirected,1
285,33,Undirected,1
285,92,Undirected,1
286,1,Undirected,2
286,2,Undirected,2
286,3,Undirected,2
286,4,Undirected,2
286,5,Undirected,1
286,12,Undirected,1
286,27,Undirected,1
286,33,Undirected,1
286,34,Undirected,1
286,42,Undirected,1
286,43,Undirected,1
286,45,Undirected,1
286,46,Undirected,1
286,59,Undirected,1
286,91,Undirected,1
286,103,Undirected,1
286,119,Undirected,1
286,124,Undirected,1
286,132,Undirected,1
287,1,Undirected,1
287,2,Undirected,1
287,3,Undirected,1
287,4,Undirected,1
287,12,Undirected,1
287,42,Undirected,1
287,80,Undirected,1
287,126,Undirected,1
287,142,Undirected,1
288,1,Undirected,1
288,2,Undirected,1
288,3,Undirected,1
288,4,Undirected,1
288,42,Undirected,1
288,46,Undirected,1
288,58,Undirected,1
288,62,Undirected,1
288,91,Undirected,1
288,98,Undirected,1
288,110,Undirected,1
288,114,Undirected,1
288,123,Undirected,1
289,1,Undirected,1
289,2,Undirected,1
289,3,Undirected,1
289,4,Undirected,1
289,5,Undirected,1
289,27,Undirected,1
289,67,Undirected,1
289,133,Undirected,1
290,1,Undirected,1
290,2,Undirected,1
290,3,Undirected,1
290,4,Undirected,1
290,42,Undirected,1
291,1,Undirected,1
291,2,Undirected,1
291,3,Undirected,1
291,4,Undirected,1
291,35,Undirected,1
291,38,Undirected,1
291,55,Undirected,1
292,1,Undirected,2
292,2,Undirected,2
292,3,Undirected,2
292,13,Undirected,1
292,27,Undirected,1
292,35,Undirected,1
292,43,Undirected,1
292,46,Undirected,1
292,50,Undirected,1
292,55,Undirected,1
292,110,Undirected,1
292,112,Undirected,1
292,138,Undirected,1
292,230,Undirected,1
293,1,Undirected,1
293,2,Undirected,1
293,3,Undirected,1
293,4,Undirected,1
293,27,Undirected,1
293,45,Undirected,1
294,1,Undirected,1
294,2,Undirected,1
294,36,Undirected,1
294,146,Undirected,1
295,1,Undirected,1
295,3,Undirected,1
295,4,Undirected,1
295,35,Undirected,1
295,36,Undirected,1
295,43,Undirected,1
295,45,Undirected,1
295,70,Undirected,1
295,110,Undirected,1
295,132,Undirected,1
296,1,Undirected,4
296,2,Undirected,3
296,3,Undirected,4
296,4,Undirected,4
296,16,Undirected,1
296,25,Undirected,1
296,27,Undirected,2
296,28,Undirected,1
296,29,Undirected,1
296,30,Undirected,1
296,33,Undirected,1
296,34,Undirected,1
296,35,Undirected,2
296,36,Undirected,2
296,42,Undirected,1
296,43,Undirected,1
296,45,Undirected,2
296,46,Undirected,2
296,55,Undirected,1
296,59,Undirected,1
296,70,Undirected,1
296,75,Undirected,1
296,84,Undirected,1
296,89,Undirected,2
296,98,Undirected,1
296,109,Undirected,1
296,110,Undirected,2
296,112,Undirected,1
296,113,Undirected,1
296,126,Undirected,1
296,132,Undirected,1
296,295,Undirected,1
298,1,Undirected,1
298,2,Undirected,1
298,4,Undirected,1
298,5,Undirected,1
298,27,Undirected,1
298,38,Undirected,1
298,45,Undirected,1
298,71,Undirected,1
299,1,Undirected,1
299,2,Undirected,1
299,3,Undirected,1
299,4,Undirected,1
299,42,Undirected,1
299,44,Undirected,1
299,45,Undirected,1
299,46,Undirected,1
299,75,Undirected,1
299,78,Undirected,1
299,80,Undirected,1
299,102,Undirected,1
300,1,Undirected,1
300,2,Undirected,1
300,3,Undirected,1
300,4,Undirected,1
300,35,Undirected,1
300,46,Undirected,1
300,92,Undirected,1
301,1,Undirected,1
301,2,Undirected,1
301,3,Undirected,1
301,4,Undirected,1
301,33,Undirected,1
301,34,Undirected,1
301,55,Undirected,1
301,112,Undirected,1
302,1,Undirected,1
302,2,Undirected,1
302,3,Undirected,1
302,4,Undirected,1
302,5,Undirected,1
302,12,Undirected,1
302,27,Undirected,1
302,98,Undirected,1
302,126,Undirected,1
302,163,Undirected,1
303,1,Undirected,1
303,2,Undirected,1
303,3,Undirected,1
303,4,Undirected,1
303,5,Undirected,1
303,27,Undirected,1
303,34,Undirected,1
303,36,Undirected,1
303,46,Undirected,1
303,134,Undirected,1
304,1,Undirected,1
304,2,Undirected,1
304,3,Undirected,1
304,4,Undirected,1
304,38,Undirected,1
304,41,Undirected,1
304,50,Undirected,1
304,75,Undirected,1
305,1,Undirected,1
305,2,Undirected,1
305,3,Undirected,1
305,4,Undirected,1
305,35,Undirected,1
305,36,Undirected,1
305,46,Undirected,1
305,63,Undirected,1
305,91,Undirected,1
305,110,Undirected,1
306,1,Undirected,1
306,2,Undirected,1
306,3,Undirected,1
306,35,Undirected,1
306,36,Undirected,1
306,59,Undirected,1
307,1,Undirected,2
307,2,Undirected,1
307,3,Undirected,2
307,4,Undirected,1
307,27,Undirected,1
307,35,Undirected,1
307,36,Undirected,1
307,59,Undirected,1
307,70,Undirected,1
307,92,Undirected,1
307,110,Undirected,1
307,306,Undirected,1
308,1,Undirected,1
308,2,Undirected,1
308,3,Undirected,1
308,4,Undirected,1
308,12,Undirected,1
308,27,Undirected,1
308,38,Undirected,1
308,42,Undirected,1
308,46,Undirected,1
309,1,Undirected,1
309,2,Undirected,1
309,3,Undirected,1
309,4,Undirected,1
309,8,Undirected,1
309,9,Undirected,1
309,10,Undirected,1
309,11,Undirected,1
309,33,Undirected,1
309,34,Undirected,1
309,46,Undirected,1
309,75,Undirected,1
310,1,Undirected,1
310,2,Undirected,1
310,3,Undirected,1
310,4,Undirected,1
310,8,Undirected,1
310,9,Undirected,1
310,10,Undirected,1
310,11,Undirected,1
310,33,Undirected,1
310,34,Undirected,1
310,46,Undirected,1
310,75,Undirected,1
310,309,Undirected,1
311,1,Undirected,1
311,2,Undirected,1
311,3,Undirected,1
311,4,Undirected,1
311,33,Undirected,1
311,34,Undirected,1
311,35,Undirected,1
311,49,Undirected,1
311,98,Undirected,1
312,1,Undirected,1
312,2,Undirected,1
312,3,Undirected,1
312,4,Undirected,1
312,18,Undirected,1
312,25,Undirected,1
312,27,Undirected,1
312,35,Undirected,1
312,44,Undirected,1
312,75,Undirected,1
312,132,Undirected,1
313,1,Undirected,1
313,2,Undirected,1
313,3,Undirected,1
313,4,Undirected,1
313,34,Undirected,1
313,35,Undirected,1
313,37,Undirected,1
313,46,Undirected,1
313,80,Undirected,1
313,110,Undirected,1
313,132,Undirected,1
314,1,Undirected,1
314,2,Undirected,1
314,3,Undirected,1
314,4,Undirected,1
314,5,Undirected,1
314,41,Undirected,1
314,98,Undirected,1
315,1,Undirected,1
315,2,Undirected,1
315,3,Undirected,1
315,4,Undirected,1
315,12,Undirected,1
315,42,Undirected,1
315,50,Undirected,1
315,98,Undirected,1
315,124,Undirected,1
315,146,Undirected,1
316,1,Undirected,1
316,2,Undirected,1
316,3,Undirected,1
316,4,Undirected,1
316,5,Undirected,1
316,36,Undirected,1
316,110,Undirected,1
317,1,Undirected,1
317,2,Undirected,1
317,3,Undirected,1
317,4,Undirected,1
317,5,Undirected,1
317,36,Undirected,1
317,110,Undirected,1
317,316,Undirected,1
318,1,Undirected,1
318,2,Undirected,1
318,3,Undirected,1
318,4,Undirected,1
318,5,Undirected,1
318,36,Undirected,1
318,46,Undirected,1
319,1,Undirected,1
319,2,Undirected,1
319,3,Undirected,1
319,4,Undirected,1
319,5,Undirected,1
319,36,Undirected,1
319,46,Undirected,1
319,318,Undirected,1
320,1,Undirected,1
320,2,Undirected,1
320,3,Undirected,1
320,4,Undirected,1
320,11,Undirected,1
320,36,Undirected,1
320,46,Undirected,1
320,123,Undirected,1
321,1,Undirected,1
321,2,Undirected,1
321,35,Undirected,1
321,43,Undirected,1
321,55,Undirected,1
321,71,Undirected,1
321,112,Undirected,1
322,1,Undirected,1
322,2,Undirected,1
322,3,Undirected,1
322,4,Undirected,1
322,41,Undirected,1
322,46,Undirected,1
322,75,Undirected,1
322,91,Undirected,1
323,1,Undirected,1
323,2,Undirected,1
323,3,Undirected,1
323,4,Undirected,1
323,5,Undirected,1
323,35,Undirected,1
323,36,Undirected,1
323,43,Undirected,1
323,45,Undirected,1
323,46,Undirected,1
323,53,Undirected,1
323,98,Undirected,1
323,119,Undirected,1
324,1,Undirected,1
324,2,Undirected,1
324,4,Undirected,1
324,5,Undirected,1
324,27,Undirected,1
324,42,Undirected,1
324,46,Undirected,1
325,1,Undirected,1
325,2,Undirected,1
325,3,Undirected,1
325,4,Undirected,1
325,5,Undirected,1
325,75,Undirected,1
325,92,Undirected,1
325,130,Undirected,1
326,1,Undirected,1
326,2,Undirected,1
326,3,Undirected,1
326,4,Undirected,1
326,123,Undirected,1
327,1,Undirected,1
327,2,Undirected,1
327,3,Undirected,1
327,4,Undirected,1
327,33,Undirected,1
327,112,Undirected,1
328,1,Undirected,1
328,2,Undirected,1
328,3,Undirected,1
328,4,Undirected,1
328,33,Undirected,1
328,112,Undirected,1
328,327,Undirected,1
330,1,Undirected,1
330,2,Undirected,1
330,3,Undirected,1
330,4,Undirected,1
330,25,Undirected,1
330,41,Undirected,1
330,42,Undirected,1
330,58,Undirected,1
330,91,Undirected,1
330,95,Undirected,1
330,104,Undirected,1
330,123,Undirected,1
330,138,Undirected,1
331,1,Undirected,1
331,2,Undirected,1
331,3,Undirected,1
331,4,Undirected,1
331,11,Undirected,1
331,27,Undirected,1
331,36,Undirected,1
331,42,Undirected,1
331,80,Undirected,1
331,95,Undirected,1
332,1,Undirected,1
332,2,Undirected,1
332,3,Undirected,1
332,4,Undirected,1
332,11,Undirected,1
332,27,Undirected,1
332,36,Undirected,1
332,42,Undirected,1
332,80,Undirected,1
332,95,Undirected,1
332,331,Undirected,1
333,1,Undirected,1
333,2,Undirected,1
333,3,Undirected,1
333,50,Undirected,1
334,1,Undirected,1
334,2,Undirected,1
334,3,Undirected,1
334,50,Undirected,1
334,333,Undirected,1
335,1,Undirected,1
335,2,Undirected,1
335,3,Undirected,1
335,4,Undirected,1
335,8,Undirected,1
335,9,Undirected,1
335,10,Undirected,1
335,25,Undirected,1
335,36,Undirected,1
335,42,Undirected,1
335,45,Undirected,1
335,46,Undirected,1
335,71,Undirected,1
335,79,Undirected,1
335,95,Undirected,1
335,110,Undirected,1
335,122,Undirected,1
335,138,Undirected,1
336,1,Undirected,1
336,2,Undirected,1
336,3,Undirected,1
336,4,Undirected,1
336,8,Undirected,1
336,9,Undirected,1
336,10,Undirected,1
336,25,Undirected,1
336,36,Undirected,1
336,42,Undirected,1
336,45,Undirected,1
336,46,Undirected,1
336,71,Undirected,1
336,79,Undirected,1
336,95,Undirected,1
336,110,Undirected,1
336,122,Undirected,1
336,138,Undirected,1
336,335,Undirected,1
337,1,Undirected,1
337,2,Undirected,1
337,3,Undirected,1
337,4,Undirected,1
337,36,Undirected,1
338,1,Undirected,1
338,2,Undirected,1
338,3,Undirected,1
338,8,Undirected,1
338,9,Undirected,1
338,10,Undirected,1
339,1,Undirected,1
339,2,Undirected,1
339,3,Undirected,1
339,4,Undirected,1
339,8,Undirected,1
339,33,Undirected,1
340,1,Undirected,1
340,2,Undirected,1
340,3,Undirected,1
340,4,Undirected,1
340,42,Undirected,1
340,75,Undirected,1
340,123,Undirected,1
341,1,Undirected,1
341,2,Undirected,1
341,3,Undirected,1
341,4,Undirected,1
341,42,Undirected,1
341,46,Undirected,1
341,58,Undirected,1
341,110,Undirected,1
341,123,Undirected,1
342,1,Undirected,1
342,2,Undirected,1
342,3,Undirected,1
342,4,Undirected,1
342,42,Undirected,1
342,46,Undirected,1
342,58,Undirected,1
342,110,Undirected,1
342,123,Undirected,1
342,341,Undirected,1
343,1,Undirected,1
343,2,Undirected,1
343,5,Undirected,1
343,31,Undirected,1
343,45,Undirected,1
343,46,Undirected,1
343,50,Undirected,1
343,55,Undirected,1
343,66,Undirected,1
343,75,Undirected,1
343,112,Undirected,1
343,119,Undirected,1
343,137,Undirected,1
343,146,Undirected,1
344,1,Undirected,1
344,2,Undirected,1
344,5,Undirected,1
344,31,Undirected,1
344,45,Undirected,1
344,46,Undirected,1
344,50,Undirected,1
344,55,Undirected,1
344,66,Undirected,1
344,75,Undirected,1
344,112,Undirected,1
344,119,Undirected,1
344,137,Undirected,1
344,146,Undirected,1
344,343,Undirected,1
345,1,Undirected,1
345,2,Undirected,1
345,3,Undirected,1
345,4,Undirected,1
345,8,Undirected,1
345,9,Undirected,1
345,10,Undirected,1
345,11,Undirected,1
345,12,Undirected,1
345,23,Undirected,1
345,27,Undirected,1
345,38,Undirected,1
345,45,Undirected,1
345,46,Undirected,1
345,113,Undirected,1
348,1,Undirected,1
348,2,Undirected,1
348,5,Undirected,1
348,41,Undirected,1
348,45,Undirected,1
348,55,Undirected,1
348,66,Undirected,1
348,112,Undirected,1
348,131,Undirected,1
348,146,Undirected,1
349,1,Undirected,1
349,2,Undirected,1
349,4,Undirected,1
349,5,Undirected,1
349,27,Undirected,1
349,50,Undirected,1
349,87,Undirected,1
349,88,Undirected,1
349,132,Undirected,1
350,1,Undirected,1
350,2,Undirected,1
350,3,Undirected,1
350,4,Undirected,1
350,16,Undirected,1
350,46,Undirected,1
351,1,Undirected,1
351,2,Undirected,1
351,3,Undirected,1
351,4,Undirected,1
351,34,Undirected,1
351,46,Undirected,1
351,59,Undirected,1
351,75,Undirected,1
351,110,Undirected,1
352,1,Undirected,1
352,2,Undirected,1
352,3,Undirected,1
352,4,Undirected,1
352,13,Undirected,1
352,46,Undirected,1
352,76,Undirected,1
352,77,Undirected,1
352,110,Undirected,1
352,132,Undirected,1
352,140,Undirected,1
353,1,Undirected,1
353,2,Undirected,1
353,3,Undirected,1
353,4,Undirected,1
353,13,Undirected,1
353,46,Undirected,1
353,76,Undirected,1
353,77,Undirected,1
353,110,Undirected,1
353,132,Undirected,1
353,140,Undirected,1
353,352,Undirected,1
354,1,Undirected,1
354,3,Undirected,1
354,4,Undirected,1
354,27,Undirected,1
354,50,Undirected,1
354,75,Undirected,1
354,110,Undirected,1
354,138,Undirected,1
356,1,Undirected,1
356,2,Undirected,1
356,3,Undirected,1
356,4,Undirected,1
356,5,Undirected,1
356,42,Undirected,1
356,46,Undirected,1
356,58,Undirected,1
356,95,Undirected,1
356,123,Undirected,1
356,138,Undirected,1
356,145,Undirected,1
357,1,Undirected,1
357,2,Undirected,1
357,3,Undirected,1
357,4,Undirected,1
357,27,Undirected,1
357,35,Undirected,1
357,43,Undirected,1
357,50,Undirected,1
357,70,Undirected,1
357,95,Undirected,1
357,98,Undirected,1
357,104,Undirected,1
358,1,Undirected,1
358,2,Undirected,1
358,3,Undirected,1
358,4,Undirected,1
358,27,Undirected,1
358,35,Undirected,1
358,43,Undirected,1
358,50,Undirected,1
358,70,Undirected,1
358,95,Undirected,1
358,98,Undirected,1
358,104,Undirected,1
358,357,Undirected,1
359,1,Undirected,2
359,2,Undirected,2
359,3,Undirected,1
359,4,Undirected,1
359,12,Undirected,1
359,36,Undirected,1
360,1,Undirected,1
360,2,Undirected,1
360,4,Undirected,1
360,35,Undirected,1
360,50,Undirected,1
360,52,Undirected,1
360,75,Undirected,1
360,115,Undirected,1
361,1,Undirected,1
361,2,Undirected,1
361,13,Undirected,1
361,27,Undirected,1
361,33,Undirected,1
361,34,Undirected,1
361,36,Undirected,1
361,71,Undirected,1
361,87,Undirected,1
361,132,Undirected,1
362,1,Undirected,1
362,2,Undirected,1
362,13,Undirected,1
362,27,Undirected,1
362,33,Undirected,1
